"Group","DisplayName","ObjectClass","ObsPath","ManagerLevel1","ShareAssignments","NtfsAssignments","ExpandedMembers","MaxDepth","HasCycle","IsTruncated","Rights","ShareId","ShareIds","Sources","FullPath","ExamplePath"
"LAB\SS-ENT-0085-Editors","SS-ENT-0085-Editors","group","CORP.ENT.SHARE0085.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0085","share-WINSERVER-SSEnt0085","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0085\Division02\Region14\Program26\Project06\Workstream36","C:\ShareSurferEnterpriseLab\Enterprise\Share0085\Division02\Region14\Program26\Project06\Workstream36"
"LAB\SS-ENT-0086-Editors","SS-ENT-0086-Editors","group","CORP.ENT.SHARE0086.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0086","share-WINSERVER-SSEnt0086","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0086\Division03\Region15\Program27\Project07\Workstream37","C:\ShareSurferEnterpriseLab\Enterprise\Share0086\Division03\Region15\Program27\Project07\Workstream37"
"LAB\SS-ENT-0087-Editors","SS-ENT-0087-Editors","group","CORP.ENT.SHARE0087.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0087","share-WINSERVER-SSEnt0087","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0087\Division04\Region16\Program28\Project08\Workstream38","C:\ShareSurferEnterpriseLab\Enterprise\Share0087\Division04\Region16\Program28\Project08\Workstream38"
"LAB\SS-ENT-0088-Editors","SS-ENT-0088-Editors","group","CORP.ENT.SHARE0088.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0088","share-WINSERVER-SSEnt0088","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0088\Division05\Region17\Program29\Project09\Workstream39","C:\ShareSurferEnterpriseLab\Enterprise\Share0088\Division05\Region17\Program29\Project09\Workstream39"
"LAB\SS-ENT-0089-Editors","SS-ENT-0089-Editors","group","CORP.ENT.SHARE0089.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0089","share-WINSERVER-SSEnt0089","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0089\Division06\Region18\Program30\Project10\Workstream40","C:\ShareSurferEnterpriseLab\Enterprise\Share0089\Division06\Region18\Program30\Project10\Workstream40"
"LAB\SS-ENT-0090-Editors","SS-ENT-0090-Editors","group","CORP.ENT.SHARE0090.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0090","share-WINSERVER-SSEnt0090","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0090\Division07\Region01\Program01\Project11\Workstream41","C:\ShareSurferEnterpriseLab\Enterprise\Share0090\Division07\Region01\Program01\Project11\Workstream41"
"LAB\SS-ENT-0091-Editors","SS-ENT-0091-Editors","group","CORP.ENT.SHARE0091.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0091","share-WINSERVER-SSEnt0091","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0091\Division08\Region02\Program02\Project12\Workstream42","C:\ShareSurferEnterpriseLab\Enterprise\Share0091\Division08\Region02\Program02\Project12\Workstream42"
"LAB\SS-ENT-0092-Editors","SS-ENT-0092-Editors","group","CORP.ENT.SHARE0092.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0092","share-WINSERVER-SSEnt0092","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0092\Division09\Region03\Program03\Project13\Workstream43","C:\ShareSurferEnterpriseLab\Enterprise\Share0092\Division09\Region03\Program03\Project13\Workstream43"
"LAB\SS-ENT-0093-Editors","SS-ENT-0093-Editors","group","CORP.ENT.SHARE0093.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0093","share-WINSERVER-SSEnt0093","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0093\Division10\Region04\Program04\Project14\Workstream44","C:\ShareSurferEnterpriseLab\Enterprise\Share0093\Division10\Region04\Program04\Project14\Workstream44"
"LAB\SS-ENT-0094-Editors","SS-ENT-0094-Editors","group","CORP.ENT.SHARE0094.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0094","share-WINSERVER-SSEnt0094","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0094\Division11\Region05\Program05\Project15\Workstream45","C:\ShareSurferEnterpriseLab\Enterprise\Share0094\Division11\Region05\Program05\Project15\Workstream45"
"LAB\SS-ENT-0095-Editors","SS-ENT-0095-Editors","group","CORP.ENT.SHARE0095.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0095","share-WINSERVER-SSEnt0095","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0095\Division12\Region06\Program06\Project16\Workstream46","C:\ShareSurferEnterpriseLab\Enterprise\Share0095\Division12\Region06\Program06\Project16\Workstream46"
"LAB\SS-ENT-0096-Editors","SS-ENT-0096-Editors","group","CORP.ENT.SHARE0096.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0096","share-WINSERVER-SSEnt0096","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0096\Division01\Region07\Program07\Project17\Workstream47","C:\ShareSurferEnterpriseLab\Enterprise\Share0096\Division01\Region07\Program07\Project17\Workstream47"
"LAB\SS-ENT-0097-Editors","SS-ENT-0097-Editors","group","CORP.ENT.SHARE0097.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0097","share-WINSERVER-SSEnt0097","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0097\Division02\Region08\Program08\Project18\Workstream48","C:\ShareSurferEnterpriseLab\Enterprise\Share0097\Division02\Region08\Program08\Project18\Workstream48"
"LAB\SS-ENT-0098-Editors","SS-ENT-0098-Editors","group","CORP.ENT.SHARE0098.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0098","share-WINSERVER-SSEnt0098","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0098\Division03\Region09\Program09\Project19\Workstream49","C:\ShareSurferEnterpriseLab\Enterprise\Share0098\Division03\Region09\Program09\Project19\Workstream49"
"LAB\SS-ENT-0099-Editors","SS-ENT-0099-Editors","group","CORP.ENT.SHARE0099.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0099","share-WINSERVER-SSEnt0099","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0099\Division04\Region10\Program10\Project20\Workstream50","C:\ShareSurferEnterpriseLab\Enterprise\Share0099\Division04\Region10\Program10\Project20\Workstream50"
"LAB\SS-ENT-0100-Editors","SS-ENT-0100-Editors","group","CORP.ENT.SHARE0100.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0100","share-WINSERVER-SSEnt0100","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0100\Division05\Region11\Program11\Project21\Workstream01","C:\ShareSurferEnterpriseLab\Enterprise\Share0100\Division05\Region11\Program11\Project21\Workstream01"
"LAB\SS-ENT-0101-Editors","SS-ENT-0101-Editors","group","CORP.ENT.SHARE0101.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0101","share-WINSERVER-SSEnt0101","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0101\Division06\Region12\Program12\Project22\Workstream02","C:\ShareSurferEnterpriseLab\Enterprise\Share0101\Division06\Region12\Program12\Project22\Workstream02"
"LAB\SS-ENT-0102-Editors","SS-ENT-0102-Editors","group","CORP.ENT.SHARE0102.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0102","share-WINSERVER-SSEnt0102","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0102\Division07\Region13\Program13\Project23\Workstream03","C:\ShareSurferEnterpriseLab\Enterprise\Share0102\Division07\Region13\Program13\Project23\Workstream03"
"LAB\SS-ENT-0103-Editors","SS-ENT-0103-Editors","group","CORP.ENT.SHARE0103.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0103","share-WINSERVER-SSEnt0103","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0103\Division08\Region14\Program14\Project24\Workstream04","C:\ShareSurferEnterpriseLab\Enterprise\Share0103\Division08\Region14\Program14\Project24\Workstream04"
"LAB\SS-ENT-0104-Editors","SS-ENT-0104-Editors","group","CORP.ENT.SHARE0104.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0104","share-WINSERVER-SSEnt0104","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0104\Division09\Region15\Program15\Project25\Workstream05","C:\ShareSurferEnterpriseLab\Enterprise\Share0104\Division09\Region15\Program15\Project25\Workstream05"
"LAB\SS-ENT-0105-Editors","SS-ENT-0105-Editors","group","CORP.ENT.SHARE0105.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0105","share-WINSERVER-SSEnt0105","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0105\Division10\Region16\Program16\Project26\Workstream06","C:\ShareSurferEnterpriseLab\Enterprise\Share0105\Division10\Region16\Program16\Project26\Workstream06"
"LAB\SS-ENT-0106-Editors","SS-ENT-0106-Editors","group","CORP.ENT.SHARE0106.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0106","share-WINSERVER-SSEnt0106","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0106\Division11\Region17\Program17\Project27\Workstream07","C:\ShareSurferEnterpriseLab\Enterprise\Share0106\Division11\Region17\Program17\Project27\Workstream07"
"LAB\SS-ENT-0107-Editors","SS-ENT-0107-Editors","group","CORP.ENT.SHARE0107.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0107","share-WINSERVER-SSEnt0107","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0107\Division12\Region18\Program18\Project28\Workstream08","C:\ShareSurferEnterpriseLab\Enterprise\Share0107\Division12\Region18\Program18\Project28\Workstream08"
"LAB\SS-ENT-0108-Editors","SS-ENT-0108-Editors","group","CORP.ENT.SHARE0108.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0108","share-WINSERVER-SSEnt0108","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0108\Division01\Region01\Program19\Project29\Workstream09","C:\ShareSurferEnterpriseLab\Enterprise\Share0108\Division01\Region01\Program19\Project29\Workstream09"
"LAB\SS-ENT-0109-Editors","SS-ENT-0109-Editors","group","CORP.ENT.SHARE0109.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0109","share-WINSERVER-SSEnt0109","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0109\Division02\Region02\Program20\Project30\Workstream10","C:\ShareSurferEnterpriseLab\Enterprise\Share0109\Division02\Region02\Program20\Project30\Workstream10"
"LAB\SS-ENT-0110-Editors","SS-ENT-0110-Editors","group","CORP.ENT.SHARE0110.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0110","share-WINSERVER-SSEnt0110","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0110\Division03\Region03\Program21\Project31\Workstream11","C:\ShareSurferEnterpriseLab\Enterprise\Share0110\Division03\Region03\Program21\Project31\Workstream11"
"LAB\SS-ENT-0111-Editors","SS-ENT-0111-Editors","group","CORP.ENT.SHARE0111.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0111","share-WINSERVER-SSEnt0111","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0111\Division04\Region04\Program22\Project32\Workstream12","C:\ShareSurferEnterpriseLab\Enterprise\Share0111\Division04\Region04\Program22\Project32\Workstream12"
"LAB\SS-ENT-0112-Editors","SS-ENT-0112-Editors","group","CORP.ENT.SHARE0112.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0112","share-WINSERVER-SSEnt0112","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0112\Division05\Region05\Program23\Project33\Workstream13","C:\ShareSurferEnterpriseLab\Enterprise\Share0112\Division05\Region05\Program23\Project33\Workstream13"
"LAB\SS-ENT-0113-Editors","SS-ENT-0113-Editors","group","CORP.ENT.SHARE0113.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0113","share-WINSERVER-SSEnt0113","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0113\Division06\Region06\Program24\Project34\Workstream14","C:\ShareSurferEnterpriseLab\Enterprise\Share0113\Division06\Region06\Program24\Project34\Workstream14"
"LAB\SS-ENT-0114-Editors","SS-ENT-0114-Editors","group","CORP.ENT.SHARE0114.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0114","share-WINSERVER-SSEnt0114","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0114\Division07\Region07\Program25\Project35\Workstream15","C:\ShareSurferEnterpriseLab\Enterprise\Share0114\Division07\Region07\Program25\Project35\Workstream15"
"LAB\SS-ENT-0115-Editors","SS-ENT-0115-Editors","group","CORP.ENT.SHARE0115.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0115","share-WINSERVER-SSEnt0115","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0115\Division08\Region08\Program26\Project36\Workstream16","C:\ShareSurferEnterpriseLab\Enterprise\Share0115\Division08\Region08\Program26\Project36\Workstream16"
"LAB\SS-ENT-0116-Editors","SS-ENT-0116-Editors","group","CORP.ENT.SHARE0116.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0116","share-WINSERVER-SSEnt0116","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0116\Division09\Region09\Program27\Project37\Workstream17","C:\ShareSurferEnterpriseLab\Enterprise\Share0116\Division09\Region09\Program27\Project37\Workstream17"
"LAB\SS-ENT-0117-Editors","SS-ENT-0117-Editors","group","CORP.ENT.SHARE0117.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0117","share-WINSERVER-SSEnt0117","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0117\Division10\Region10\Program28\Project38\Workstream18","C:\ShareSurferEnterpriseLab\Enterprise\Share0117\Division10\Region10\Program28\Project38\Workstream18"
"LAB\SS-ENT-0118-Editors","SS-ENT-0118-Editors","group","CORP.ENT.SHARE0118.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0118","share-WINSERVER-SSEnt0118","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0118\Division11\Region11\Program29\Project39\Workstream19","C:\ShareSurferEnterpriseLab\Enterprise\Share0118\Division11\Region11\Program29\Project39\Workstream19"
"LAB\SS-ENT-0119-Editors","SS-ENT-0119-Editors","group","CORP.ENT.SHARE0119.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0119","share-WINSERVER-SSEnt0119","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0119\Division12\Region12\Program30\Project40\Workstream20","C:\ShareSurferEnterpriseLab\Enterprise\Share0119\Division12\Region12\Program30\Project40\Workstream20"
"LAB\SS-ENT-0120-Editors","SS-ENT-0120-Editors","group","CORP.ENT.SHARE0120.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0120","share-WINSERVER-SSEnt0120","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0120\Division01\Region13\Program01\Project01\Workstream21","C:\ShareSurferEnterpriseLab\Enterprise\Share0120\Division01\Region13\Program01\Project01\Workstream21"
"LAB\SS-ENT-0121-Editors","SS-ENT-0121-Editors","group","CORP.ENT.SHARE0121.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0121","share-WINSERVER-SSEnt0121","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0121\Division02\Region14\Program02\Project02\Workstream22","C:\ShareSurferEnterpriseLab\Enterprise\Share0121\Division02\Region14\Program02\Project02\Workstream22"
"LAB\SS-ENT-0122-Editors","SS-ENT-0122-Editors","group","CORP.ENT.SHARE0122.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0122","share-WINSERVER-SSEnt0122","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0122\Division03\Region15\Program03\Project03\Workstream23","C:\ShareSurferEnterpriseLab\Enterprise\Share0122\Division03\Region15\Program03\Project03\Workstream23"
"LAB\SS-ENT-0123-Editors","SS-ENT-0123-Editors","group","CORP.ENT.SHARE0123.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0123","share-WINSERVER-SSEnt0123","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0123\Division04\Region16\Program04\Project04\Workstream24","C:\ShareSurferEnterpriseLab\Enterprise\Share0123\Division04\Region16\Program04\Project04\Workstream24"
"LAB\SS-ENT-0124-Editors","SS-ENT-0124-Editors","group","CORP.ENT.SHARE0124.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0124","share-WINSERVER-SSEnt0124","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0124\Division05\Region17\Program05\Project05\Workstream25","C:\ShareSurferEnterpriseLab\Enterprise\Share0124\Division05\Region17\Program05\Project05\Workstream25"
"LAB\SS-ENT-0125-Editors","SS-ENT-0125-Editors","group","CORP.ENT.SHARE0125.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0125","share-WINSERVER-SSEnt0125","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0125\Division06\Region18\Program06\Project06\Workstream26","C:\ShareSurferEnterpriseLab\Enterprise\Share0125\Division06\Region18\Program06\Project06\Workstream26"
"LAB\SS-ENT-0126-Editors","SS-ENT-0126-Editors","group","CORP.ENT.SHARE0126.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0126","share-WINSERVER-SSEnt0126","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0126\Division07\Region01\Program07\Project07\Workstream27","C:\ShareSurferEnterpriseLab\Enterprise\Share0126\Division07\Region01\Program07\Project07\Workstream27"
"LAB\SS-ENT-0127-Editors","SS-ENT-0127-Editors","group","CORP.ENT.SHARE0127.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0127","share-WINSERVER-SSEnt0127","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0127\Division08\Region02\Program08\Project08\Workstream28","C:\ShareSurferEnterpriseLab\Enterprise\Share0127\Division08\Region02\Program08\Project08\Workstream28"
"LAB\SS-ENT-0128-Editors","SS-ENT-0128-Editors","group","CORP.ENT.SHARE0128.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0128","share-WINSERVER-SSEnt0128","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0128\Division09\Region03\Program09\Project09\Workstream29","C:\ShareSurferEnterpriseLab\Enterprise\Share0128\Division09\Region03\Program09\Project09\Workstream29"
"LAB\SS-ENT-0129-Editors","SS-ENT-0129-Editors","group","CORP.ENT.SHARE0129.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0129","share-WINSERVER-SSEnt0129","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0129\Division10\Region04\Program10\Project10\Workstream30","C:\ShareSurferEnterpriseLab\Enterprise\Share0129\Division10\Region04\Program10\Project10\Workstream30"
"LAB\SS-ENT-0130-Editors","SS-ENT-0130-Editors","group","CORP.ENT.SHARE0130.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0130","share-WINSERVER-SSEnt0130","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0130\Division11\Region05\Program11\Project11\Workstream31","C:\ShareSurferEnterpriseLab\Enterprise\Share0130\Division11\Region05\Program11\Project11\Workstream31"
"LAB\SS-ENT-0131-Editors","SS-ENT-0131-Editors","group","CORP.ENT.SHARE0131.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0131","share-WINSERVER-SSEnt0131","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0131\Division12\Region06\Program12\Project12\Workstream32","C:\ShareSurferEnterpriseLab\Enterprise\Share0131\Division12\Region06\Program12\Project12\Workstream32"
"LAB\SS-ENT-0132-Editors","SS-ENT-0132-Editors","group","CORP.ENT.SHARE0132.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0132","share-WINSERVER-SSEnt0132","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0132\Division01\Region07\Program13\Project13\Workstream33","C:\ShareSurferEnterpriseLab\Enterprise\Share0132\Division01\Region07\Program13\Project13\Workstream33"
"LAB\SS-ENT-0133-Editors","SS-ENT-0133-Editors","group","CORP.ENT.SHARE0133.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0133","share-WINSERVER-SSEnt0133","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0133\Division02\Region08\Program14\Project14\Workstream34","C:\ShareSurferEnterpriseLab\Enterprise\Share0133\Division02\Region08\Program14\Project14\Workstream34"
"LAB\SS-ENT-0134-Editors","SS-ENT-0134-Editors","group","CORP.ENT.SHARE0134.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0134","share-WINSERVER-SSEnt0134","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0134\Division03\Region09\Program15\Project15\Workstream35","C:\ShareSurferEnterpriseLab\Enterprise\Share0134\Division03\Region09\Program15\Project15\Workstream35"
"LAB\SS-ENT-0135-Editors","SS-ENT-0135-Editors","group","CORP.ENT.SHARE0135.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0135","share-WINSERVER-SSEnt0135","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0135\Division04\Region10\Program16\Project16\Workstream36","C:\ShareSurferEnterpriseLab\Enterprise\Share0135\Division04\Region10\Program16\Project16\Workstream36"
"LAB\SS-ENT-0136-Editors","SS-ENT-0136-Editors","group","CORP.ENT.SHARE0136.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0136","share-WINSERVER-SSEnt0136","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0136\Division05\Region11\Program17\Project17\Workstream37","C:\ShareSurferEnterpriseLab\Enterprise\Share0136\Division05\Region11\Program17\Project17\Workstream37"
"LAB\SS-ENT-0137-Editors","SS-ENT-0137-Editors","group","CORP.ENT.SHARE0137.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0137","share-WINSERVER-SSEnt0137","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0137\Division06\Region12\Program18\Project18\Workstream38","C:\ShareSurferEnterpriseLab\Enterprise\Share0137\Division06\Region12\Program18\Project18\Workstream38"
"LAB\SS-ENT-0138-Editors","SS-ENT-0138-Editors","group","CORP.ENT.SHARE0138.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0138","share-WINSERVER-SSEnt0138","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0138\Division07\Region13\Program19\Project19\Workstream39","C:\ShareSurferEnterpriseLab\Enterprise\Share0138\Division07\Region13\Program19\Project19\Workstream39"
"LAB\SS-ENT-0139-Editors","SS-ENT-0139-Editors","group","CORP.ENT.SHARE0139.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0139","share-WINSERVER-SSEnt0139","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0139\Division08\Region14\Program20\Project20\Workstream40","C:\ShareSurferEnterpriseLab\Enterprise\Share0139\Division08\Region14\Program20\Project20\Workstream40"
"LAB\SS-ENT-0140-Editors","SS-ENT-0140-Editors","group","CORP.ENT.SHARE0140.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0140","share-WINSERVER-SSEnt0140","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0140\Division09\Region15\Program21\Project21\Workstream41","C:\ShareSurferEnterpriseLab\Enterprise\Share0140\Division09\Region15\Program21\Project21\Workstream41"
"LAB\SS-ENT-0141-Editors","SS-ENT-0141-Editors","group","CORP.ENT.SHARE0141.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0141","share-WINSERVER-SSEnt0141","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0141\Division10\Region16\Program22\Project22\Workstream42","C:\ShareSurferEnterpriseLab\Enterprise\Share0141\Division10\Region16\Program22\Project22\Workstream42"
"LAB\SS-ENT-0142-Editors","SS-ENT-0142-Editors","group","CORP.ENT.SHARE0142.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0142","share-WINSERVER-SSEnt0142","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0142\Division11\Region17\Program23\Project23\Workstream43","C:\ShareSurferEnterpriseLab\Enterprise\Share0142\Division11\Region17\Program23\Project23\Workstream43"
"LAB\SS-ENT-0143-Editors","SS-ENT-0143-Editors","group","CORP.ENT.SHARE0143.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0143","share-WINSERVER-SSEnt0143","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0143\Division12\Region18\Program24\Project24\Workstream44","C:\ShareSurferEnterpriseLab\Enterprise\Share0143\Division12\Region18\Program24\Project24\Workstream44"
"LAB\SS-ENT-0144-Editors","SS-ENT-0144-Editors","group","CORP.ENT.SHARE0144.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0144","share-WINSERVER-SSEnt0144","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0144\Division01\Region01\Program25\Project25\Workstream45","C:\ShareSurferEnterpriseLab\Enterprise\Share0144\Division01\Region01\Program25\Project25\Workstream45"
"LAB\SS-ENT-0145-Editors","SS-ENT-0145-Editors","group","CORP.ENT.SHARE0145.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0145","share-WINSERVER-SSEnt0145","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0145\Division02\Region02\Program26\Project26\Workstream46","C:\ShareSurferEnterpriseLab\Enterprise\Share0145\Division02\Region02\Program26\Project26\Workstream46"
"LAB\SS-ENT-0146-Editors","SS-ENT-0146-Editors","group","CORP.ENT.SHARE0146.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0146","share-WINSERVER-SSEnt0146","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0146\Division03\Region03\Program27\Project27\Workstream47","C:\ShareSurferEnterpriseLab\Enterprise\Share0146\Division03\Region03\Program27\Project27\Workstream47"
