"RelatedAreaId","RelatedDataArea","BusinessUnit","Owner","Pattern","Source","RiskLevel","MigrationReadiness","MatchingShares","MatchingItems","Directories","Files","FindingCount","ConflictCount","ReviewItemCount","PartialShareCount","DirectIdentityCount","DirectGroupCount","ExpandedMemberCount","RelatedBecause","SuggestedNextAction"
"related-area-0166","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0001*","LabPlan","High","Blocked by scan gaps","1","25","16","9","5","137","142","1","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk; partial collection gap","Review collection errors and rerun the scan before final migration planning."
"related-area-0249","Finance / Finance Data Owners","Finance","Finance Data Owners","C:\ShareSurferEnterpriseLab\Finance*","LabPlan","High","Blocked by scan gaps","1","20","10","10","7","96","103","1","6","4","10","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk; partial collection gap","Review collection errors and rerun the scan before final migration planning."
"related-area-0014","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0160*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0009","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0161*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0004","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0162*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0003","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0163*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0002","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0164*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0005","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0165*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0008","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0166*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0007","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0167*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0006","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0168*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0017","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0169*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0028","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0170*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0027","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0171*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0026","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0172*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0029","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0173*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0032","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0174*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0031","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0175*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0030","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0176*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0025","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0177*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0020","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0178*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0019","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0179*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0018","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0180*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0021","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0181*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0024","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0182*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0023","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0183*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0022","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0184*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0105","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0185*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0104","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0186*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0103","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0187*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0106","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0188*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0109","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0189*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0108","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0190*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0107","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0191*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0102","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0192*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0097","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0193*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0096","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0194*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0095","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0195*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0098","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0196*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0101","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0197*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0100","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0198*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0099","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0199*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0110","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0200*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0121","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0201*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0120","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0202*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0119","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0203*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0122","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0204*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0125","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0205*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0124","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0206*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0123","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0207*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0118","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0208*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0113","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0209*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0112","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0210*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0111","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0211*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0114","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0212*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0117","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0213*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0116","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0214*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0115","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0215*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0074","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0216*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0073","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0217*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0072","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0218*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0075","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0219*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0078","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0220*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0077","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0221*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0076","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0222*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0071","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0223*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0066","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0224*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0065","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0225*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0064","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0226*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0067","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0227*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0070","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0228*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0069","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0229*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0068","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0230*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0079","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0231*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0090","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0232*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0089","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0233*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0088","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0234*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0091","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0235*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0094","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0236*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0093","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0237*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0092","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0238*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0087","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0239*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
"related-area-0082","Enterprise / Enterprise Data Owners","Enterprise","Enterprise Data Owners","C:\ShareSurferEnterpriseLab\Enterprise\Share0240*","LabPlan","High","Review","1","23","14","9","1","130","131","0","6","4","9","same owner mapping; same business unit; matching path pattern; shared permission group; shared review risk","Confirm ownership, review access groups, and clean up findings or conflicts before migration."
